corpus: preloaded/ententen20_tt31_1
subcorpus: English Wikipedia
size: 1082464
query: Query:[lempos_lc="(create)-v"], GDEX:1000
Reference,Sentence
wikipedia.org | <s> It was created in 1954, combining four smaller districts. </s> 
wikipedia.org | <s> In order to create a folk genome tank of Uttarakhand where one can find each genre and occasions in the form of folk music, and to bring the melodious folk from the heart of Himalaya to the global screen, the very first Internet radio of Kumaon/Garhwal/Jaunsar was launched in 2008 by a group of non-resident Uttarakhandi from New York, which has been gaining significant popularity among inhabitants and migrants since its beta version was launched in 2010. </s> 
wikipedia.org | <s> Standard features include air conditioning with tri-zone climate controls, tilt leather-wrapped steering wheel with radio controls, cruise control, leather upholstery, heated front and rear seats, 8-way power front seats, dual memory system, BOSE premium sound system, single-CD/cassette player and later in 2004, a 6-disc CD changer, then in 2008,a single CD-player with MP3 capability, an auxiliary input jack and DVD player, outside-temperature indicator, compass, rear radio controls, independent front torsion bar suspension, rear 5-link coil spring suspension specially created for the H2, oversized tires with HUMMER wheels, universal garage door opener and remote engine start (2008–2009). </s> 
wikipedia.org | <s> With William Turner and Urvashi Vaid, Creating Change: Sexuality, Public Policy and Civil Rights (New York: St. Martin's Press, 2000) </s> 
wikipedia.org | <s> ^ Miklukho-Maklay, N. D. Shiism and its social face in Iran at the turn of the XV-XVI centuries "These tribes, which later became known as the Qizilbash tribes... created the states of Kara Koyunlu and Ak Koyunlu, which in the 15th century successively ruled Azerbaijan and most of Iran." </s> 
wikipedia.org | <s> He was signed the same year to Def Jam Recordings, on the Teen Island label that was part of the music industry's response to "seize on the opportunities created by a phenomenon" of Justin Bieber; rather than focus on making a hit single, his manager was working to "developing him into a long-term artist." </s> 
wikipedia.org | <s> He furls his brow, as he does countless times each day . . . ("Furl" means to wrap or roll around a pole, as to store a sail, flag, or umbrella; "furrow" means to create rows or wrinkles, as on the forehead.) </s> 
wikipedia.org | <s> The status of an honorary autonomous province was presented to ethnic Albanian communists who helped the Yugoslav partisans in their struggles during World War II, carved out from the section of the former Ottoman province within the Socialist Republic of Serbia (i.e. whilst one chunk of the former province was given to Albania in 1912, the other sections of it were awarded to Yugoslavia's newly created republics: Montenegro and Macedonia). </s> 
wikipedia.org | <s> Constructed by Ladies Home Journal editor Edward W. Bok on the highest hill in the area to create "a spot of beauty second to none in the country" </s> 
wikipedia.org | <s> It is located at around 6°16'0''S 14°15'0''E / 6.26667°S 14.25000°E / -6.26667; 14.25000 and sits on top of an impressive flat-topped mountain, sometimes called Mongo a Kaila (mountain of division) because recent legends recall that the king created the clans of the kingdom and sent them out from there. </s> 
wikipedia.org | <s> The house was extensively restored and rebuilt between 1866-1888 by Philip Charles Hardwick for the 5th and 6th earls, creating the current "Victorian fantasy." </s> 
wikipedia.org | <s> When Internet domains were first created in 1983, Horton championed their use, publishing the classic paper "What is a domain?" </s> 
wikipedia.org | <s> His project Future So Bright maps and catalogs abandoned spaces in the American West, while American Nutria "examines the plight of an imported species while chastising capitalism's tendency to create its own disasters." </s> 
wikipedia.org | <s> However, Stirner went beyond both Hegel and Bauer's criticism by asserting that "Art" rather created an object for "Religion" and could thus by no means be related to what Stirner considered–in opposition with Hegel and Bauer–to be "Philosophy", stating: </s> 
wikipedia.org | <s> ^ The long-barreled Mauser MK214 50mm cannon was developed in an effort to create the ultimate bomber-killers, capable of attacking from a long distance, protected from the defensive fire of the bombers. </s> 
wikipedia.org | <s> According to musicologist Jeremy Yudkin, Miles Smiles falls under the post-bop subgenre, which he defines as "an approach that is abstract and intense in the extreme, with space created for rhythmic and coloristic independence of the drummer–an approach that incorporated modal and chordal harmonies, flexible form, structured choruses, melodic variation, and free improvisation." </s> 
wikipedia.org | <s> I combine the science that I do with the religion's question about God in the sense that all the laws of physics that created the Universe and the enormous amount of beauty in the Universe represent the connection to God." </s> 
wikipedia.org | <s> Social movement – as a collective group environmentalists seek to create social environmental change and protect environmental liberties through both radical and non radical ecological groups </s> 
wikipedia.org | <s> Jan Kregel agrees that "multifunction" banks are a source for financial crises, but he argues the "basic principles" of Glass–Steagall "were eviscerated even before" the GLBA.:67 Kregel describes Glass–Steagall as creating a "monopoly that was doomed to fail" because after World War II nonbanks were permitted to use "capital market activities" to duplicate more cheaply the deposit and commercial loan products for which Glass–Steagall had sought to provide a bank monopoly.:8–9 </s> 
wikipedia.org | <s> SNCC Digital Gateway: Eliabeth (Betita Martinez) Sutherland, Documentary website created by the SNCC Legacy Project and Duke University, telling the story of the Student Nonviolent Coordinating Committee & grassroots organizing from the inside-out </s> 
wikipedia.org | <s> "The Union of Leiria is a complicated club at senior management level, especially the president, who sees things where they do not exist and it creates instability in the squad," said Mendes who "leaves great friends in Leiria". </s> 
wikipedia.org | <s> Also, Gwardia Ludowa (GL) partisans, created by the communist PPR in January 1942 (with whom Parczew partisans aligned themselves) were engaged in terror aimed at local domination. </s> 
wikipedia.org | <s> Party (Chinese: 独唱团, literally means "the solo choir/chorus") is a literary magazine created and edited by Han Han. </s> 
wikipedia.org | <s> "MDS and Barrier analysis have identified a significant affinity between Pashtun, Tajik, North Indian, and Western Indian populations, creating an Afghan-Indian population structure that excludes the Hazaras, Uzbeks, and the South Indian Dravidian speakers. </s> 
wikipedia.org | <s> The mission of the company is to "expand what is possible in performance by creating unusual and exuberant ensemble-devised works; by training the next generation of daring, innovative theatre artists; and by consistently asking the hardest questions, both in our art and in its relation to the world around us." </s> 
wikipedia.org | <s> the open source software movement creates software on their own, prime example is the successful operating system Linux which now dominates the server domain </s> 
